Identyfikator Produktu (ID)|Indeks produktu|Atrybut (Nazwa:Typ:Pozycja)*|Wartość (Wartość:Pozycja)*|Identyfikator dostawcy|Indeks|kod EAN13|Kod kreskowy UPC|MPN|Koszt własny|Wpływ na cenę|Podatek ekologiczny|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Wpływ na wagę|Domyślny (0 = Nie, 1 = Tak)|Data dostępności kombinacji|Wybierz z pośród zdjęć produktów wg pozycji (1,2,3...)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn
7|82152403|Gwarancja:select:0|2:0|||3276000660064||||139.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/549/2938549/product/kosiarka-akumulatorowa-sterwins-solo-40v-36cm,large.jpg|Kosiarka akumulatorowa Sterwins Solo 40V 36cm|0|0|0|0
7|82152403|Gwarancja:select:0|3:0|||3276000660064||||244.64999999999998|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/549/2938549/product/kosiarka-akumulatorowa-sterwins-solo-40v-36cm,large.jpg|Kosiarka akumulatorowa Sterwins Solo 40V 36cm|0|0|0|0
9|82972985|Gwarancja:select:0|1:0|||4250116838370||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/392/2397392/product/kosiarka-akumulatorowa-gardenx-sf8a110-w4020y-podkaszarka-nozyce,large.jpg|Kosiarka akumulatorowa Gardenx SF8A110-W4020Y + podkaszarka + nożyce|0|0|0|0
9|82972985|Gwarancja:select:0|2:0|||4250116838370||||143.6|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/392/2397392/product/kosiarka-akumulatorowa-gardenx-sf8a110-w4020y-podkaszarka-nozyce,large.jpg|Kosiarka akumulatorowa Gardenx SF8A110-W4020Y + podkaszarka + nożyce|0|0|0|0
9|82972985|Gwarancja:select:0|3:0|||4250116838370||||251.29999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/392/2397392/product/kosiarka-akumulatorowa-gardenx-sf8a110-w4020y-podkaszarka-nozyce,large.jpg|Kosiarka akumulatorowa Gardenx SF8A110-W4020Y + podkaszarka + nożyce|0|0|0|0
11|84771694|Gwarancja:select:0|1:0|||4054278543307||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/150/2555150/product/kosiarka-akumulatorowa-k-rcher-lmo-18-33-battery-set-18v-5ah-33cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-33 Battery Set 18V 5Ah 33cm|0|0|0|0
11|84771694|Gwarancja:select:0|2:0|||4054278543307||||299.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/150/2555150/product/kosiarka-akumulatorowa-k-rcher-lmo-18-33-battery-set-18v-5ah-33cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-33 Battery Set 18V 5Ah 33cm|0|0|0|0
11|84771694|Gwarancja:select:0|3:0|||4054278543307||||524.65|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/150/2555150/product/kosiarka-akumulatorowa-k-rcher-lmo-18-33-battery-set-18v-5ah-33cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-33 Battery Set 18V 5Ah 33cm|0|0|0|0
13|84771702|Gwarancja:select:0|1:0|||4054278546988||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/149/2555149/product/kosiarka-akumulatorowa-k-rcher-lmo-18-36-battery-set-18v-5ah-36cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-36 Battery Set 18V 5Ah 36cm|0|0|0|0
13|84771702|Gwarancja:select:0|2:0|||4054278546988||||399.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/149/2555149/product/kosiarka-akumulatorowa-k-rcher-lmo-18-36-battery-set-18v-5ah-36cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-36 Battery Set 18V 5Ah 36cm|0|0|0|0
13|84771702|Gwarancja:select:0|3:0|||4054278546988||||699.65|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/149/2555149/product/kosiarka-akumulatorowa-k-rcher-lmo-18-36-battery-set-18v-5ah-36cm,large.jpg|Kosiarka akumulatorowa Kärcher LMO 18-36 Battery Set 18V 5Ah 36cm|0|0|0|0
15|82143603|Gwarancja:select:0|1:0|||6924328316800||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/457/2756457/product/kosiarka-akumulatorowa-worx-40v-podkaszarka,large.jpg|Kosiarka akumulatorowa Worx 40V + podkaszarka|0|0|0|0
15|82143603|Gwarancja:select:0|2:0|||6924328316800||||237.60000000000002|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/457/2756457/product/kosiarka-akumulatorowa-worx-40v-podkaszarka,large.jpg|Kosiarka akumulatorowa Worx 40V + podkaszarka|0|0|0|0
15|82143603|Gwarancja:select:0|3:0|||6924328316800||||415.79999999999995|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/457/2756457/product/kosiarka-akumulatorowa-worx-40v-podkaszarka,large.jpg|Kosiarka akumulatorowa Worx 40V + podkaszarka|0|0|0|0
17|82588479|Gwarancja:select:0|1:0|||4892210182777||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/517/2347517/product/kosiarka-akumulatorowa-ryobi-one-ry18lmx37a-0-18v-37cm,large.jpg|Kosiarka akumulatorowa Ryobi One+ RY18LMx37A-0 18V 37cm|0|0|0|0
17|82588479|Gwarancja:select:0|2:0|||4892210182777||||237.60000000000002|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/517/2347517/product/kosiarka-akumulatorowa-ryobi-one-ry18lmx37a-0-18v-37cm,large.jpg|Kosiarka akumulatorowa Ryobi One+ RY18LMx37A-0 18V 37cm|0|0|0|0
17|82588479|Gwarancja:select:0|3:0|||4892210182777||||415.79999999999995|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/517/2347517/product/kosiarka-akumulatorowa-ryobi-one-ry18lmx37a-0-18v-37cm,large.jpg|Kosiarka akumulatorowa Ryobi One+ RY18LMx37A-0 18V 37cm|0|0|0|0
19|82585226|Gwarancja:select:0|1:0|||0088381891172||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/007/2193007/product/kosiarka-akumulatorowa-makita-solo-dlm382z-2x18v-38cm,large.jpg|Kosiarka akumulatorowa Makita Solo DLM382Z 2x18V 38cm|0|0|0|0
19|82585226|Gwarancja:select:0|2:0|||0088381891172||||197.60000000000002|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/007/2193007/product/kosiarka-akumulatorowa-makita-solo-dlm382z-2x18v-38cm,large.jpg|Kosiarka akumulatorowa Makita Solo DLM382Z 2x18V 38cm|0|0|0|0
19|82585226|Gwarancja:select:0|3:0|||0088381891172||||345.79999999999995|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/007/2193007/product/kosiarka-akumulatorowa-makita-solo-dlm382z-2x18v-38cm,large.jpg|Kosiarka akumulatorowa Makita Solo DLM382Z 2x18V 38cm|0|0|0|0
21|82041318|Gwarancja:select:0|1:0|||4892210171948||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/030/2119030/product/kosiarka-akumulatorowa-ryobi-olm1833b-18v-33cm,large.jpg|Kosiarka akumulatorowa Ryobi OLM1833B 18V 33cm|0|0|0|0
21|82041318|Gwarancja:select:0|2:0|||4892210171948||||137.6|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/030/2119030/product/kosiarka-akumulatorowa-ryobi-olm1833b-18v-33cm,large.jpg|Kosiarka akumulatorowa Ryobi OLM1833B 18V 33cm|0|0|0|0
21|82041318|Gwarancja:select:0|3:0|||4892210171948||||240.79999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/030/2119030/product/kosiarka-akumulatorowa-ryobi-olm1833b-18v-33cm,large.jpg|Kosiarka akumulatorowa Ryobi OLM1833B 18V 33cm|0|0|0|0
23|45941735|Gwarancja:select:0|1:0|||3276000429975||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/237/2395237/product/kosiarka-elektryczna-sterwins-360-1400w,large.jpg|Kosiarka elektryczna Sterwins 360 1400W|0|0|0|0
23|45941735|Gwarancja:select:0|2:0|||3276000429975||||129.8|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/237/2395237/product/kosiarka-elektryczna-sterwins-360-1400w,large.jpg|Kosiarka elektryczna Sterwins 360 1400W|0|0|0|0
23|45941735|Gwarancja:select:0|3:0|||3276000429975||||227.14999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/237/2395237/product/kosiarka-elektryczna-sterwins-360-1400w,large.jpg|Kosiarka elektryczna Sterwins 360 1400W|0|0|0|0
25|45941714|Gwarancja:select:0|1:0|||3276000429968||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/117/2018117/product/kosiarka-elektryczna-sterwins-1200w,large.jpg|Kosiarka elektryczna Sterwins 1200W|0|0|0|0
25|45941714|Gwarancja:select:0|2:0|||3276000429968||||79.80000000000001|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/117/2018117/product/kosiarka-elektryczna-sterwins-1200w,large.jpg|Kosiarka elektryczna Sterwins 1200W|0|0|0|0
25|45941714|Gwarancja:select:0|3:0|||3276000429968||||139.64999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/117/2018117/product/kosiarka-elektryczna-sterwins-1200w,large.jpg|Kosiarka elektryczna Sterwins 1200W|0|0|0|0
27|82748634|Gwarancja:select:0|1:0|||3276007372793||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/309/2805309/product/kosiarka-elektryczna-podkaszarka-sterwins-elm2-36p-3w-4z,large.jpg|Kosiarka elektryczna + podkaszarka Sterwins ELM2-36P-3W.4Z|0|0|0|0
27|82748634|Gwarancja:select:0|2:0|||3276007372793||||79.80000000000001|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/309/2805309/product/kosiarka-elektryczna-podkaszarka-sterwins-elm2-36p-3w-4z,large.jpg|Kosiarka elektryczna + podkaszarka Sterwins ELM2-36P-3W.4Z|0|0|0|0
27|82748634|Gwarancja:select:0|3:0|||3276007372793||||139.64999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/309/2805309/product/kosiarka-elektryczna-podkaszarka-sterwins-elm2-36p-3w-4z,large.jpg|Kosiarka elektryczna + podkaszarka Sterwins ELM2-36P-3W.4Z|0|0|0|0
29|45941742|Gwarancja:select:0|1:0|||3276000429982||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/732/2118732/product/kosiarka-elektryczna-sterwins-360-1700w,large.jpg|Kosiarka elektryczna Sterwins 360 1700W|0|0|0|0
29|45941742|Gwarancja:select:0|2:0|||3276000429982||||99.80000000000001|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/732/2118732/product/kosiarka-elektryczna-sterwins-360-1700w,large.jpg|Kosiarka elektryczna Sterwins 360 1700W|0|0|0|0
29|45941742|Gwarancja:select:0|3:0|||3276000429982||||174.64999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/732/2118732/product/kosiarka-elektryczna-sterwins-360-1700w,large.jpg|Kosiarka elektryczna Sterwins 360 1700W|0|0|0|0
31|82973035|Gwarancja:select:0|1:0|||5901694464640||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/049/2713049/product/kosiarka-elektryczna-gardenx-tbe1332-1300w,large.jpg|Kosiarka elektryczna Gardenx TBE1332 1300W|0|0|0|0
31|82973035|Gwarancja:select:0|2:0|||5901694464640||||49.800000000000004|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/049/2713049/product/kosiarka-elektryczna-gardenx-tbe1332-1300w,large.jpg|Kosiarka elektryczna Gardenx TBE1332 1300W|0|0|0|0
31|82973035|Gwarancja:select:0|3:0|||5901694464640||||87.14999999999999|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/049/2713049/product/kosiarka-elektryczna-gardenx-tbe1332-1300w,large.jpg|Kosiarka elektryczna Gardenx TBE1332 1300W|0|0|0|0
33|82384130|Gwarancja:select:0|1:0|||5902067855034||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/831/2211831/product/kosiarka-elektryczna-nac-le15-37-pb-s-1500w,large.jpg|Kosiarka elektryczna NAC LE15-37-PB-S 1500W|0|0|0|0
33|82384130|Gwarancja:select:0|2:0|||5902067855034||||65.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/831/2211831/product/kosiarka-elektryczna-nac-le15-37-pb-s-1500w,large.jpg|Kosiarka elektryczna NAC LE15-37-PB-S 1500W|0|0|0|0
33|82384130|Gwarancja:select:0|3:0|||5902067855034||||115.14999999999999|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/831/2211831/product/kosiarka-elektryczna-nac-le15-37-pb-s-1500w,large.jpg|Kosiarka elektryczna NAC LE15-37-PB-S 1500W|0|0|0|0
35|82395911|Gwarancja:select:0|1:0|||5903357101725||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/686/2865686/product/kosiarka-elektryczna-lider-yk-1200w,large.jpg|Kosiarka elektryczna Lider YK 1200W|0|0|0|0
35|82395911|Gwarancja:select:0|2:0|||5903357101725||||59.800000000000004|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/686/2865686/product/kosiarka-elektryczna-lider-yk-1200w,large.jpg|Kosiarka elektryczna Lider YK 1200W|0|0|0|0
35|82395911|Gwarancja:select:0|3:0|||5903357101725||||104.64999999999999|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/686/2865686/product/kosiarka-elektryczna-lider-yk-1200w,large.jpg|Kosiarka elektryczna Lider YK 1200W|0|0|0|0
37|89077539|Gwarancja:select:0|1:0|||4892210199188||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/697/2865697/product/kosiarka-elektryczna-ryobi-rlm3313a-1300w,large.jpg|Kosiarka elektryczna Ryobi RLM3313A 1300W|0|0|0|0
37|89077539|Gwarancja:select:0|2:0|||4892210199188||||99.80000000000001|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/697/2865697/product/kosiarka-elektryczna-ryobi-rlm3313a-1300w,large.jpg|Kosiarka elektryczna Ryobi RLM3313A 1300W|0|0|0|0
37|89077539|Gwarancja:select:0|3:0|||4892210199188||||174.64999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/697/2865697/product/kosiarka-elektryczna-ryobi-rlm3313a-1300w,large.jpg|Kosiarka elektryczna Ryobi RLM3313A 1300W|0|0|0|0
39|82041316|Gwarancja:select:0|1:0|||4892210172839||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/043/2725043/product/kosiarka-elektryczna-ryobi-rlm4018-1800w,large.jpg|Kosiarka elektryczna Ryobi RLM4018 1800W|0|0|0|0
39|82041316|Gwarancja:select:0|2:0|||4892210172839||||157.60000000000002|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/043/2725043/product/kosiarka-elektryczna-ryobi-rlm4018-1800w,large.jpg|Kosiarka elektryczna Ryobi RLM4018 1800W|0|0|0|0
39|82041316|Gwarancja:select:0|3:0|||4892210172839||||275.79999999999995|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/043/2725043/product/kosiarka-elektryczna-ryobi-rlm4018-1800w,large.jpg|Kosiarka elektryczna Ryobi RLM4018 1800W|0|0|0|0
41|82973023|Gwarancja:select:0|1:0|||5901694464480||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/065/2713065/product/kosiarka-elektryczna-gardenx-tbe1636-1600w,large.jpg|Kosiarka elektryczna Gardenx TBE1636 1600W|0|0|0|0
41|82973023|Gwarancja:select:0|2:0|||5901694464480||||77.60000000000001|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/065/2713065/product/kosiarka-elektryczna-gardenx-tbe1636-1600w,large.jpg|Kosiarka elektryczna Gardenx TBE1636 1600W|0|0|0|0
41|82973023|Gwarancja:select:0|3:0|||5901694464480||||135.79999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/065/2713065/product/kosiarka-elektryczna-gardenx-tbe1636-1600w,large.jpg|Kosiarka elektryczna Gardenx TBE1636 1600W|0|0|0|0
43|82932573|Gwarancja:select:0|1:0|||5902067856413||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/680/2381680/product/kosiarka-elektryczna-nac-le18-42-pb-kc-1800w,large.jpg|Kosiarka elektryczna NAC LE18-42-PB-KC 1800W|0|0|0|0
43|82932573|Gwarancja:select:0|2:0|||5902067856413||||139.8|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/680/2381680/product/kosiarka-elektryczna-nac-le18-42-pb-kc-1800w,large.jpg|Kosiarka elektryczna NAC LE18-42-PB-KC 1800W|0|0|0|0
43|82932573|Gwarancja:select:0|3:0|||5902067856413||||244.64999999999998|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/680/2381680/product/kosiarka-elektryczna-nac-le18-42-pb-kc-1800w,large.jpg|Kosiarka elektryczna NAC LE18-42-PB-KC 1800W|0|0|0|0
45|45651326|Gwarancja:select:0|1:0|||5903357107628||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/683/2865683/product/kosiarka-elektryczna-lider-yk1001-1000w,large.jpg|Kosiarka elektryczna Lider YK1001 1000W|0|0|0|0
45|45651326|Gwarancja:select:0|2:0|||5903357107628||||39.800000000000004|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/683/2865683/product/kosiarka-elektryczna-lider-yk1001-1000w,large.jpg|Kosiarka elektryczna Lider YK1001 1000W|0|0|0|0
45|45651326|Gwarancja:select:0|3:0|||5903357107628||||69.64999999999999|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/683/2865683/product/kosiarka-elektryczna-lider-yk1001-1000w,large.jpg|Kosiarka elektryczna Lider YK1001 1000W|0|0|0|0
47|82384075|Gwarancja:select:0|1:0|||5902490741737||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/653/2208653/product/kosiarka-spalinowa-nac-ls46-450e-hsds-jr-1-82kw-125cm3,large.jpg|Kosiarka spalinowa NAC LS46-450E-HSDS-JR 1.82kW 125cm3|0|0|0|0
47|82384075|Gwarancja:select:0|2:0|||5902490741737||||191.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/653/2208653/product/kosiarka-spalinowa-nac-ls46-450e-hsds-jr-1-82kw-125cm3,large.jpg|Kosiarka spalinowa NAC LS46-450E-HSDS-JR 1.82kW 125cm3|0|0|0|0
47|82384075|Gwarancja:select:0|3:0|||5902490741737||||335.65|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/653/2208653/product/kosiarka-spalinowa-nac-ls46-450e-hsds-jr-1-82kw-125cm3,large.jpg|Kosiarka spalinowa NAC LS46-450E-HSDS-JR 1.82kW 125cm3|0|0|0|0
49|83084867|Gwarancja:select:0|1:0|||5903357107949||||0|0|500|1||0|0|1||1|https://static01.leroymerlin.pl/files/media/image/211/2752211/product/kosiarka-spalinowa-lider-sh18bs450n-1-9kw-125cm3,large.jpg|Kosiarka spalinowa Lider SH18BS450N 1.9kW 125cm3|0|0|0|0
49|83084867|Gwarancja:select:0|2:0|||5903357107949||||239.8|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/211/2752211/product/kosiarka-spalinowa-lider-sh18bs450n-1-9kw-125cm3,large.jpg|Kosiarka spalinowa Lider SH18BS450N 1.9kW 125cm3|0|0|0|0
49|83084867|Gwarancja:select:0|3:0|||5903357107949||||419.65|0|500|1||0|0|0||1|https://static01.leroymerlin.pl/files/media/image/211/2752211/product/kosiarka-spalinowa-lider-sh18bs450n-1-9kw-125cm3,large.jpg|Kosiarka spalinowa Lider SH18BS450N 1.9kW 125cm3|0|0|0|0
51|81967951|Gwarancja:select:0|1:0|||3276000429906||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/785/2034785/product/kosiarka-spalinowa-sterwins-plm3-56b190-5-3-2kw-190cm3,large.jpg|Kosiarka spalinowa Sterwins PLM3-56B190.5 3.2kW 190cm3|0|0|0|0
51|81967951|Gwarancja:select:0|2:0|||3276000429906||||679.8000000000001|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/785/2034785/product/kosiarka-spalinowa-sterwins-plm3-56b190-5-3-2kw-190cm3,large.jpg|Kosiarka spalinowa Sterwins PLM3-56B190.5 3.2kW 190cm3|0|0|0|0
51|81967951|Gwarancja:select:0|3:0|||3276000429906||||1189.6499999999999|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/785/2034785/product/kosiarka-spalinowa-sterwins-plm3-56b190-5-3-2kw-190cm3,large.jpg|Kosiarka spalinowa Sterwins PLM3-56B190.5 3.2kW 190cm3|0|0|0|0
53|81989297|Gwarancja:select:0|1:0|||3276000465270||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/786/2034786/product/kosiarka-spalinowa-sterwins-plm2-52h167-5-3-1kw-167cm3,large.jpg|Kosiarka spalinowa Sterwins PLM2-52H167.5 3.1kW 167cm3|0|0|0|0
53|81989297|Gwarancja:select:0|2:0|||3276000465270||||599.8000000000001|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/786/2034786/product/kosiarka-spalinowa-sterwins-plm2-52h167-5-3-1kw-167cm3,large.jpg|Kosiarka spalinowa Sterwins PLM2-52H167.5 3.1kW 167cm3|0|0|0|0
53|81989297|Gwarancja:select:0|3:0|||3276000465270||||1049.6499999999999|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/786/2034786/product/kosiarka-spalinowa-sterwins-plm2-52h167-5-3-1kw-167cm3,large.jpg|Kosiarka spalinowa Sterwins PLM2-52H167.5 3.1kW 167cm3|0|0|0|0
55|81967947|Gwarancja:select:0|1:0|||3276000429869||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/784/2034784/product/kosiarka-spalinowa-sterwins-plm1-46b140-5-1-9kw-140cm3,large.jpg|Kosiarka spalinowa Sterwins PLM1-46B140.5 1.9kW 140cm3|0|0|0|0
55|81967947|Gwarancja:select:0|2:0|||3276000429869||||259.8|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/784/2034784/product/kosiarka-spalinowa-sterwins-plm1-46b140-5-1-9kw-140cm3,large.jpg|Kosiarka spalinowa Sterwins PLM1-46B140.5 1.9kW 140cm3|0|0|0|0
55|81967947|Gwarancja:select:0|3:0|||3276000429869||||454.65|0|500|1||0|0|0||1|https://static02.leroymerlin.pl/files/media/image/784/2034784/product/kosiarka-spalinowa-sterwins-plm1-46b140-5-1-9kw-140cm3,large.jpg|Kosiarka spalinowa Sterwins PLM1-46B140.5 1.9kW 140cm3|0|0|0|0
57|82972987|Gwarancja:select:0|1:0|||5901694463445||||0|0|500|1||0|0|1||1|https://static02.leroymerlin.pl/files/media/image/047/2771047/product/kosiarka-spalinowa-gardenx-tb53s11-2-65kw-173cm3,large.jpg|Kosiarka spalinowa Gardenx TB53S11 2.65kW 173cm3|0|0|0|0
