ID|Aktywny (0 lub 1)|Nazwa|Kategorie (x,y,z...)|Cena bez podatku. (netto)|ID reguły podatku|Koszt własny|W sprzedaży (0 lub 1)|Wartość rabatu|Procent rabatu|Rabat od dnia (rrrr-mm-dd)|Rabat do dnia (rrrr-mm-dd)|Indeks #|Kod dostawcy|Dostawca|Marka|kod EAN13|Kod kreskowy UPC|MPN|Podatek ekologiczny|Szerokość|Wysokość|Głębokość|Waga|Czas dostawy produktów dostępnych w magazynie:|Czas dostawy wyprzedanych produktów z możliwością rezerwacji:|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Widoczność|Dodatkowe koszty przesyłki|Jednostka dla ceny za jednostkę|Cena za jednostkę|Podsumowanie|Opis|Tagi (x,y,z...)|Meta-tytuł|Słowa kluczowe meta|Opis meta|Przepisany URL|Etykieta, gdy w magazynie|Etykieta kiedy dozwolone ponowne zamówienie|Dostępne do zamówienia (0 = Nie, 1 = Tak)|Data dostępności produktu|Data wytworzenia produktu|Pokaż cenę (0 = Nie, 1 = Tak)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)|Cecha(Nazwa:Wartość:Pozycja:Indywidualne)|Dostępne tylko online (0 = Nie, 1 = Tak)|Stan:|Konfigurowalny (0 = Nie, 1 = Tak)|Można wgrywać pliki (0 = Nie, 1 = Tak)|Pola tekstowe (0 = Nie, 1 = Tak)|Akcja kiedy brak na stanie|Wirtualny produkt (0 = No, 1 = Yes)|Adres URL pliku|Ilość dozwolonych pobrań|Data wygaśnięcia (rrrr-mm-dd)|Liczba dni|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn|Akcesoria (x,y,z...)|Cena zawiera podatek. (brutto)
|1|Nóż do kosiarki spalinowej 40 cm Max N101|Noże i piasty do kosiarek||1||1||||||||||||0||||0.2|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Nóż wykonany z trwałej jakości stali wysokowęglowej. Nóż jest fabrycznie naostrzony oraz wyważony, gotowy do użycia.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/noz-do-kosiarki-spalinowej-40-cm-max-n101,large.jpg|Zdjęcie pozycji|1|Długość (w cm):40$Grubość (w mm):2$Średnica wewnętrzna (w mm):16$Materiał wykonania:Stal$Możliwość dostosowania do:kosiarek spalinowych - referencje- 45814881, 45814923$Waga (w kg):0.2$Gwarancja (w latach):2$Kod EAN-:5906190668943$Numer referencyjny-:45832451|1|new|0|0|0|0|0|||||0|0|0|0||29.99
|1|Nóż do kosiarki elektrycznej 33 cm YK100|Noże i piasty do kosiarek||1||1||||||||||||0||||0.25|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/noz-do-kosiarki-elektrycznej-33-cm-yk100,large.jpg|Zdjęcie pozycji|1|Długość (w cm):33$Grubość (w mm):3$Średnica wewnętrzna (w mm):25$Materiał wykonania:Stal$Możliwość dostosowania do:kosiarek elektrycznych - referencje- 45651326; 82395911$Waga (w kg):0.25$Gwarancja (w latach):2$Kod EAN-:5906190668042$Numer referencyjny-:45735585|1|new|0|0|0|0|0|||||0|0|0|0||34.99
|1|Nóż do kosiarki 51 cm GTR51 Krysiak|Noże i piasty do kosiarek||1||1||||||||KRYSIAK||||0||||1.4|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Nóż mieląco-tnący wykonany z trwałej jakości stali wysokowęglowej. Nóż jest fabrycznie naostrzony oraz wyważony, gotowy do użycia.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/noz-do-kosiarki-51-cm-gtr51-krysiak,large.jpg|Zdjęcie pozycji|1|Długość (w cm):51$Grubość (w mm):4$Średnica wewnętrzna (w mm):14$Materiał wykonania:Stal$Możliwość dostosowania do:NÓŻ 51cm KOSIARKI SPALINOWEJ GYK51 GTR51 GTL51 GTM51$Waga (w kg):1.4$Marka produktu:KRYSIAK$Gwarancja (w latach):2$Kod EAN-:5906190664983$Numer referencyjny-:45685346|1|new|0|0|0|0|0|||||0|0|0|0||51.99
|1|Linka rozrusznika z uchwytem 3.5 mm x 215 cm Krysiak PAX1-095|Akcesoria do traktorków i kosiarek||1||1||||||||KRYSIAK||||0||||0.036|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/linka-rozrusznika-z-uchwytem-3-5-mm-x-215-cm-krysiak-pax1-095,large.jpg|Zdjęcie pozycji|1|Średnica (w mm):3.5$Materiał wykonania:Nylon$Możliwość dostosowania do:silników spalinowych i kosiarek$Waga (w kg):0.036$Gwarancja (w latach):2$Marka produktu:KRYSIAK$Kod EAN-:5908275681342$Numer referencyjny-:43049006|1|new|0|0|0|0|0|||||0|0|0|0||12.79
|1|Filtr powietrza do kosiarek Gardenx|Akcesoria do traktorków i kosiarek||1||1||||||||GARDENX||||0|8|10.5||0.0038|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/filtr-powietrza-do-kosiarek-gardenx,large.jpg|Zdjęcie pozycji|1|Materiał główny:Gąbka$Możliwość dostosowania do:Kosiarek spalinowych Gardenx- TB46S11, TB46S11AE, TB53S11$Szerokość (w cm):8$Wysokość (w cm):10.5$Model produktu:DO KOSIAREK$Marka produktu:GARDENX$Waga (w kg):0.0038$Gwarancja (w latach):2$Kod EAN-:5901694464855$Numer referencyjny-:83240869|1|new|0|0|0|0|0|||||0|0|0|0||12.99
|1|Korek zbiornika paliwa do kosiarek Gardenx|Akcesoria do traktorków i kosiarek||1||1||||||||GARDENX||||0|2.5|1.7||0.0389|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/korek-zbiornika-paliwa-do-kosiarek-gardenx,large.jpg|Zdjęcie pozycji|1|Typ maszyny:Kosiarka spalinowa$Szerokość (w cm):2.5$Wysokość (w cm):1.7$Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Kosiarek spalinowych Gardenx- TB46S11, TB46S11AE, TB53S11$Waga (w kg):0.0389$Gwarancja (w latach):2$Marka produktu:GARDENX$Kod EAN-:5901694464824$Numer referencyjny-:83240866|1|new|0|0|0|0|0|||||0|0|0|0||14.99
|1|Filtr paliwa do kosiarek Gardenx|Akcesoria do traktorków i kosiarek||1||1||||||||GARDENX||||0|0.8|4.9||0.03|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/filtr-paliwa-do-kosiarek-gardenx,large.jpg|Zdjęcie pozycji|1|Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Kosiarek spalinowych Gardenx- TB46S11, TB46S11AE, TB53S11$Szerokość (w cm):0.8$Wysokość (w cm):4.9$Model produktu:DO KOSIAREK$Marka produktu:GARDENX$Waga (w kg):0.03$Gwarancja (w latach):2$Kod EAN-:5901694464848$Numer referencyjny-:83240868|1|new|0|0|0|0|0|||||0|0|0|0||12.99
|1|Korek zbiornika oleju do kosiarek Gardenx|Akcesoria do traktorków i kosiarek||1||1||||||||GARDENX||||0|3.7|1.9||0.016|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/korek-zbiornika-oleju-do-kosiarek-gardenx,large.jpg|Zdjęcie pozycji|1|Typ maszyny:Kosiarka spalinowa$Szerokość (w cm):3.7$Wysokość (w cm):1.9$Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Kosiarek spalinowych Gardenx- TB46S11, TB46S11AE, TB53S11$Waga (w kg):0.016$Gwarancja (w latach):2$Marka produktu:GARDENX$Kod EAN-:5901694464831$Numer referencyjny-:83240867|1|new|0|0|0|0|0|||||0|0|0|0||14.99
|1|Linka rozrusznika PAX 3.5 mm x 200 cm|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.018|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wykonana z trwałego tworzywa linka do ręcznych rozruszników stosowanych w wykaszarkach, pilarkach, glebogryzarkach, kosiarkach i innych urządzeniach z silnikami spalinowymi.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/linka-rozrusznika-pax-3-5-mm-x-200-cm,large.jpg|Zdjęcie pozycji|1|Średnica (w mm):3.5$Materiał wykonania:Nylon$Możliwość dostosowania do:silników spalinowych i kosiarek$Waga (w kg):0.018$Gwarancja (w latach):2$Kod EAN-:5908275681052$Numer referencyjny-:43049195|1|new|0|0|0|0|0|||||0|0|0|0||10.99
|1|Piasta do kosiarek spalinowych Gardenx|Akcesoria do traktorków i kosiarek||1||1||||||||GARDENX||||0||||0.275|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/piasta-do-kosiarek-spalinowych-gardenx,large.jpg|Zdjęcie pozycji|1|Materiał główny:Stal$Możliwość dostosowania do:Kosiarek spalinowych Gardenx- TB46S11, TB46S11AE, TB53S11$Waga (w kg):0.275$Marka produktu:GARDENX$Gwarancja (w latach):2$Kod EAN-:5901694464817$Numer referencyjny-:83240865|1|new|0|0|0|0|0|||||0|0|0|0||39.99
|1|Wyłącznik do kosiarek PAx 1-670 130 cm|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.294|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wyłącznik do kosiarek elektrycznych. Wyłącznik wyposażony jest w zabezpieczenie chroniące przed przypadkowym włączeniem kosiarki, które uniemożliwia jej uruchomienie jedną ręką. Zintegrowana wtyczka w dolnej części umożliwia podłączenie kosiarki do standardowych przedłużaczy ogrodowych. Kabel podłączeniowy wyposażony jest w żeńskie konektory.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/wylacznik-do-kosiarek-pax-1-670-130-cm,large.jpg|Zdjęcie pozycji|1|Wymiary produktu:14 x 8.5 x 19.5 cm$Długość przewodu (w m):1.3$Napięcie (w V):230$Materiał wykonania:Tworzywo sztuczne$Kolor:Czarny$Waga (w kg):0.294$Gwarancja (w latach):2$Kod EAN-:5904941600655$Numer referencyjny-:43088472|1|new|0|0|0|0|0|||||0|0|0|0||49.99
|1|Linka rozrusznika PA 4 mm x 150 cm|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.02|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Wykonana z trwałego tworzywa linka do ręcznych rozruszników stosowanych w wykaszarkach, pilarkach, glebogryzarkach, kosiarkach i innych urządzeniach z silnikami spalinowymi.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/linka-rozrusznika-pa-4-mm-x-150-cm,large.jpg|Zdjęcie pozycji|1|Średnica (w mm):4$Materiał wykonania:Nylon$Możliwość dostosowania do:silników spalinowych i kosiarek$Waga (w kg):0.02$Gwarancja (w latach):2$Kod EAN-:5908275681069$Numer referencyjny-:43049223|1|new|0|0|0|0|0|||||0|0|0|0||9.99
|1|Uchwyt linki rozrusznika AMX F02105|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.016|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/uchwyt-linki-rozrusznika-amx-f02105,large.jpg|Zdjęcie pozycji|1|Średnica:3$Długość (w cm):5$Długość uchwytu (w cm):6.5$Materiał wykonania:Tworzywo sztuczne$Materiał wykonania uchwytu:Tworzywo sztuczne$Typ uchwytu:Prosty$Teleskopowy:Nie$Przeznaczenie uchwytu narzędzia:Hak$Waga (w kg):0.016$Gwarancja (w latach):2$Kod EAN-:8023453112276$Numer referencyjny-:43049020|1|new|0|0|0|0|0|||||0|0|0|0||9.99
|1|Korek paliwa Classic Sprint 47mm Briggs&Stratton|Akcesoria do traktorków i kosiarek||1||1||||||||BRIGGS & STRATTON||||0|4.7|2.9||0.04|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/korek-paliwa-classic-sprint-47mm-briggs-and-stratton,large.jpg|Zdjęcie pozycji|1|Typ maszyny:Kosiarka spalinowa$Średnica (w cm):4.7$Szerokość (w cm):4.7$Wysokość (w cm):2.9$Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Silników Briggs&Stratton seria Sprint 47 mm$Waga (w kg):0.04$Gwarancja (w latach):2$Marka produktu:BRIGGS & STRATTON$Kod EAN-:5904941601232$Numer referencyjny-:43048642|1|new|0|0|0|0|0|||||0|0|0|0||9.99
|1|Korek paliwa Quantum 51mm Briggs&Stratton|Akcesoria do traktorków i kosiarek||1||1||||||||BRIGGS & STRATTON||||0|5.1|1.9||0.04|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/korek-paliwa-quantum-51mm-briggs-and-stratton,large.jpg|Zdjęcie pozycji|1|Typ maszyny:Kosiarka spalinowa$Średnica (w cm):5.1$Szerokość (w cm):5.1$Wysokość (w cm):1.9$Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Silników Briggs&Stratton seria Quantum 51 mm$Waga (w kg):0.04$Gwarancja (w latach):2$Marka produktu:BRIGGS & STRATTON$Kod EAN-:5904941601249$Numer referencyjny-:43048614|1|new|0|0|0|0|0|||||0|0|0|0||14.99
|1|Ładowarka Stiga akumulatora do traktorów 18V żel|Akcesoria do traktorków i kosiarek||1||1||||||||||||0|||||||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/ladowarka-stiga-akumulatora-do-traktorow-18v-zel,large.jpg|Zdjęcie pozycji|1|Typ baterii:Żelowa$Szerokość (w mm):65$Wysokość (w mm):85$Napięcie wyjściowe (w V):14.5$Natężenie (w A):1$Czas ładowania (w min):480$Wskaźnik naładowania:Nie$Zasilanie:Sieć zasilająca$Kolor:Czarny$Kompatybilność:Akumulatory do traktorów spalinowych ALPINA$Zastosowanie produktu:Ładowarka akumulatorów ukompletowanych w traktorach ogrodowych marki Alpina$Waga (w g):250$Gwarancja (w latach):2$Kod EAN-:7313323252265$Numer referencyjny-:84313026|1|new|0|0|0|0|0|||||0|0|0|0||199
|1|Korek paliwa 530-9671 Briggs & Stratton|Akcesoria do traktorków i kosiarek||1||1||||||||BRIGGS & STRATTON||||0|8|2||0.05|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Korek przeznaczony jest do skutecznego zapobiegania wylewaniu się paliwa ze zbiornika kosiarek spalinowych, dzięki czemu możesz perfekcyjnie zadbać o trawnik wokół swojej posesji, wpływając tym samym na estetykę całego otoczenia. Oferowany produkt wytworzony jest z wysoko gatunkowego tworzywa sztucznego, które wykazujące się znakomitą odpornością na ewentualne uszkodzenia, uderzenia oraz wstrząsy, co wpływa na znaczne wydłużenie żywotności produktu i zapewnia jego sprawne działanie. Poza tym korek posiada również wysoką odporność na niszczące oddziaływanie wszelkich czynników atmosferycznych – w tym skrajne temperatury oraz opady. Z powodzeniem może być stosowany niemal we wszystkich zbiornikach paliwa kosiarek mechanicznych.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/korek-paliwa-530-9671-briggs-and-stratton,large.jpg|Zdjęcie pozycji|1|Typ maszyny:Kosiarka spalinowa$Średnica (w cm):8$Szerokość (w cm):8$Wysokość (w cm):2$Materiał główny:Żywica (plastik)$Możliwość dostosowania do:Silników Briggs&Stratton OHV 500E, 550E, 625E, 650E, 675E, DOV$Waga (w kg):0.05$Gwarancja (w latach):2$Marka produktu:BRIGGS & STRATTON$Kod EAN-:5906190665973$Numer referencyjny-:45826753|1|new|0|0|0|0|0|||||0|0|0|0||16.99
|1|Zestaw do spuszczania oleju z kosiarek 1,6l|Akcesoria do traktorków i kosiarek||1||1||||||||KRYSIAK||||0|||||||299|1|0|0|||||<b>Testowe podsumowanie</b>|Zestaw do spuszczania oleju z kosiarek i traktorków. W zestawie Pojemnik o pojemności 1,6 litra, rurka, lejek i strzykawka.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/zestaw-do-spuszczania-oleju-z-kosiarek-1-6l,large.jpg|Zdjęcie pozycji|1|Zastosowanie produktu:Do usuwania oleju z kosiarki i traktorka$Gwarancja (w latach):2$Marka produktu:KRYSIAK$Kod EAN-:5903357104085$Numer referencyjny-:45718883|1|new|0|0|0|0|0|||||0|0|0|0||49.99
|1|Kółko do kosiarek Pax72-601P 17.5cm + tulejki|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.4|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Uniwersalne kółko wykonane z wytrzymałego tworzywa przeznaczone do wszystkich powszechnie używanych kosiarek. Kółko dostarczane jest wraz z tulejami redukcyjnymi o średnicy 8,2mm; 10,2mm; 12,2mm; 12,7mm; oraz białą osłoną.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/kolko-do-kosiarek-pax72-601p-17-5cm-tulejki,large.jpg|Zdjęcie pozycji|1|Średnica koła (w mm):175$Materiał opony:Tworzywo sztuczne$Materiał felg:Tworzywo sztuczne$Kolor:Czarny$Typ koła:Pełny/lity$Waga (w kg):0.4$Gwarancja (w latach):2$Kod EAN-:5400182710080$Numer referencyjny-:43048432|1|new|0|0|0|0|0|||||0|0|0|0||49.99
|1|Kółko do kosiarek śr.15 cm Pax72-600P|Akcesoria do traktorków i kosiarek||1||1||||||||||||0||||0.3|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Uniwersalne kółko wykonane z wytrzymałego tworzywa przeznaczone do wszystkich powszechnie używanych kosiarek. Kółko dostarczane jest wraz z tulejami redukcyjnymi o średnicy 8,2mm; 10,2mm; 12,2mm; 12,7mm; oraz białą osłoną.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/kolko-do-kosiarek-sr-15-cm-pax72-600p,large.jpg|Zdjęcie pozycji|1|Średnica koła (w mm):150$Materiał opony:Tworzywo sztuczne$Materiał felg:Tworzywo sztuczne$Kolor:Czarny$Typ koła:Pełny/lity$Waga (w kg):0.3$Gwarancja (w latach):2$Kod EAN-:5400182710073$Numer referencyjny-:43048390|1|new|0|0|0|0|0|||||0|0|0|0||39.99
|1|Podkaszarka akumulatorowa Sterwins 20V 28 cm 2.5Ah|Kosy i podkaszarki akumulatorowe||1||1||||||||STERWINS||||0||||2.767|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/podkaszarka-akumulatorowa-sterwins-20v-28-cm-2-5ah,large.jpg|Zdjęcie pozycji|1|Napięcie (w V):20$Szerokość koszenia (w cm):28$Typ silnika:Ze szczotką węglową$Akumulator i ładowarka:W zestawie$Bateria w komplecie:Tak$Pojemność akumulatora (w Ah):2.5$Czas pracy akumulatora (w min.):15$Czas ładowania do 100% (w min):60$Wskaźnik naładowania:Tak$Narzędzie tnące dostarczone w zestawie:Nie$Średnica drutu / żyłki (w mm):1.6$Rodzaj podawania żyłki:Automatyczny$Długość żyłki (w m):3$Typ głowicy:Odchylany$Regulacja kąta pracy:Tak, umożliwia dokładne ustawienie pozycji koszenia$Poziom mocy akustycznej (w dB):96$Wyłącznik termiczny:Nie, chronione przez baterię$Funkcja regulacji uchwytu:Tak, zapewnia większy komfort użytkowania$Funkcja ochrony rośliny:Tak$Funkcja docinania krawędzi:Tak, do wyraźnego odgraniczania upraw zwartych i krawędzi$Funkcja teleskopowa:Tak$Wysokość maksymalna produktu (w cm):125$Uprząż dostarczona w zestawie:Nie$Akcesoria w zestawie:Tak$Zastosowanie produktu:Do pielęgnacji brzegów trawnika$Marka produktu:STERWINS$Waga (w kg):2.767$Gwarancja (w latach):3$Kod EAN-:3276007368628$Numer referencyjny-:82658101|1|new|0|0|0|0|0|||||0|0|0|0||499
|1|Podkaszarka akumulatorowa Sterwins 20V 28 cm 2.5Ah|Kosy i podkaszarki akumulatorowe||1||1||||||||STERWINS||||0||||2.767|||299|1|0|0|||||<b>Testowe podsumowanie</b>|||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/podkaszarka-akumulatorowa-sterwins-20v-28-cm-2-5ah,large.jpg|Zdjęcie pozycji|1|Napięcie (w V):20$Szerokość koszenia (w cm):28.0$Typ silnika:Ze szczotką węglową$Akumulator i ładowarka:W zestawie$Bateria w komplecie:Tak$Pojemność akumulatora (w Ah):2.5$Czas pracy akumulatora (w min.):15$Czas ładowania do 100% (w min):60.0$Wskaźnik naładowania:Tak$Narzędzie tnące dostarczone w zestawie:Nie$Średnica drutu / żyłki (w mm):1.6$Rodzaj podawania żyłki:Automatyczny$Długość żyłki (w m):3.0$Typ głowicy:Odchylany$Regulacja kąta pracy:Tak, umożliwia dokładne ustawienie pozycji koszenia$Poziom mocy akustycznej (w dB):96.0$Wyłącznik termiczny:Nie, chronione przez baterię$Funkcja regulacji uchwytu:Tak, zapewnia większy komfort użytkowania$Funkcja ochrony rośliny:Tak$Funkcja docinania krawędzi:Tak, do wyraźnego odgraniczania upraw zwartych i krawędzi$Funkcja teleskopowa:Tak$Wysokość maksymalna produktu (w cm):121.0$Uprząż dostarczona w zestawie:Nie$Akcesoria w zestawie:Tak$Zastosowanie produktu:Koszenie wysokiej roślinności i ostów$Marka produktu:STERWINS$Waga (w kg):2.767$Gwarancja (w latach):3$Kod EAN-:3276000660101$Numer referencyjny-:82152411|1|new|0|0|0|0|0|||||0|0|0|0||499
|1|Kosa akumulatorowa 40V 33 cm 5Ah Sterwins Solo|Kosy i podkaszarki akumulatorowe||1||1||||||||STERWINS||||0||||4.200|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Kosa akumulatorowa STERWINS BC2-33.1 zasilana baterią litowo-jonową 40 V o pojemności 5 Ah (brak w zestawie). Urządzenie akumulatorowe posiada wszystkie zalety narzędzia elektrycznego i spalinowego – cicha praca bez zanieczyszczania środowiska oraz bezprzewodowe cięcie umożliwia swobodne przemieszczanie i koszenie w miejscach bez dostępu do sieci elektrycznej. Urządzenie charakteryzuje się niewielkimi wymaganiami w zakresie konserwacji – nie musisz wymieniać filtrów, oleju, paliwa i świecy, wystarczy zadbać o naładowaną baterię. Silnik indukcyjny jest wytrzymały i bardziej wydajny w porównaniu ze szczotkowymi. Zaletą kosy jest wysuwanie żyłki tap & go, czyli poprzez uderzenie o podłoże. W zestawie wymienne narzędzia tnące: żyłka do koszenia trawy oraz tarcza do wycinki zarośli. Pas nośny z regulowanym oczkiem do zaczepienia pozwala zmienić jego położenie i dopasować wysokość do wzrostu użytkownika. Antypoślizgowy uchwyt z powłoką „Grip system” zapewnia pewny chwyt. Dodatkowo kosa akumulatorowa STERWINS posiada 3 lata gwarancji.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/kosa-akumulatorowa-40v-33-cm-5ah-sterwins-solo,large.jpg|Zdjęcie pozycji|1|Rekomendowana powierzchnia (w m²):0.0$Napięcie (w V):36$Szerokość koszenia (w cm):33.0$Typ silnika:Akumulator$Akumulator i ładowarka:Brak w zestawie$Typ baterii:Litowo-jonowa$Pojemność akumulatora (w Ah):5$Czas pracy akumulatora (w min.):0$Czas pracy baterii (w min):0$Czas ładowania do 100% (w min):0.0$Narzędzie tnące dostarczone w zestawie:Nie$Średnica noża (w mm):0$Średnica tarczy (w mm):25.4$Średnica drutu / żyłki (w mm):2.0$Rodzaj podawania przewodu:Poprzez uderzenie w podłoże$Ilość wyjść przewodu:2$Głowica z 2 żyłkami nylonowymi dostarczona w zestawie:Tak$Poziom mocy akustycznej (w dB):96.0$Wał napędowy:Sztywny$Wyłącznik termiczny:Nie, chronione przez baterię$System antywibracyjny:Nie$Wysokość maksymalna produktu (w cm):175.0$Uchwyt:W kształcie litery P$Typ szelek:Uprząż zwykła$Składany uchwyt:Nie$Do zakładania na plecy:Nie$Zastosowanie produktu:Do karczowania krzaków z kolcami$Model / typ:40VBC2-33.1$Marka produktu:STERWINS$Waga (w kg):4.200$Gwarancja (w latach):3$Kod EAN-:3276000660156$Numer referencyjny-:82152417|1|new|0|0|0|0|0|||||0|0|0|0||499
|1|Podkaszarka akumulatorowa Sterwins Solo 20V 2.5Ah 28 cm|Kosy i podkaszarki akumulatorowe||1||1||||||||STERWINS||||0||||2.000|||299|1|0|0|||||<b>Testowe podsumowanie</b>|Podkaszarka akumulatorowa STERWINS 20V GT2-28.1 jest lekka i zapewnia cichą, komfortową pracę podczas przycinania trawy. Pracuj tak, jak Ci wygodnie - regulowany uchwyt oraz teleskopowy trzonek to rozwiązania, dzięki którym dopasujesz narzędzie do swojego wzrostu, a długotrwała praca będzie znacznie wygodniejsza. Obracana głowica to kolejny element poprawiający ergonomię pracy, daje również możliwość koszenia trudno dostępnych miejsc i przycinania brzegów trawnika w pozycji pionowej. Metalowa osłona chroni rośliny podczas cięcia trawy tuż przy rabacie. Zaczep na przewód zapobiega przypadkowemu odcięciu zasilania, a antypoślizgowy uchwyt z powłoką „Grip system” zapewnia pewny chwyt. Zaletą wykaszarki jest automatyczny wysuw żyłki, dzięki czemu praca jest płynna. Do zestawu dołączono dodatkową szpulę z żyłką, dlatego nie musisz martwić się o jej zapas. Urządzenie zasilane jest akumulatorami LEXMAN (brak w zestawie), które pasują do innych narzędzi z serii STERWINS UP DEXTER, dzięki czemu w razie potrzeby możesz rozbudować warsztat o kolejne urządzenia tych marek. Podkaszarka objęta 3-letnią gwarancją.||||||W magazynie|Dozwolone ponowne zamówienie|1|2022-10-28|2022-10-28|1|/img/upload/podkaszarka-akumulatorowa-sterwins-solo-20v-2-5ah-28-cm,large.jpg|Zdjęcie pozycji|1|Napięcie (w V):20$Szerokość koszenia (w cm):28.0$Typ silnika:Akumulator$Akumulator i ładowarka:Brak w zestawie$Bateria w komplecie:Nie$Pojemność akumulatora (w Ah):2.5$Czas pracy akumulatora (w min.):15$Czas ładowania do 100% (w min):60.0$Wskaźnik naładowania:Nie, wskaźnik ładowania na akumulatorze$Narzędzie tnące dostarczone w zestawie:1 szpula$Średnica drutu / żyłki (w mm):1.6$Rodzaj podawania żyłki:Automatyczny$Długość żyłki (w m):3.0$Typ głowicy:Odchylany$Regulacja kąta pracy:Nie$Poziom mocy akustycznej (w dB):96.0$Wyłącznik termiczny:Nie, chronione przez baterię$Funkcja regulacji uchwytu:Tak, zapewnia większy komfort użytkowania$Funkcja ochrony rośliny:Tak$Funkcja docinania krawędzi:Tak, do wyraźnego odgraniczania upraw zwartych i krawędzi$Funkcja teleskopowa:Tak$Wysokość maksymalna produktu (w cm):121.0$Uprząż dostarczona w zestawie:Nie$Akcesoria w zestawie:Szpula z żyłką$Zastosowanie produktu:Do pielęgnacji brzegów trawnika$Model produktu:20VGT2-28.1$Marka produktu:STERWINS$Waga (w kg):2.000$Gwarancja (w latach):3$Kod EAN-:3276000660118$Numer referencyjny-:82152412|1|new|0|0|0|0|0|||||0|0|0|0||179
