Identyfikator Produktu (ID)|Indeks produktu|Atrybut (Nazwa:Typ:Pozycja)*|Wartość (Wartość:Pozycja)*|Identyfikator dostawcy|Indeks|kod EAN13|Kod kreskowy UPC|MPN|Koszt własny|Wpływ na cenę|Podatek ekologiczny|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Wpływ na wagę|Domyślny (0 = Nie, 1 = Tak)|Data dostępności kombinacji|Wybierz z pośród zdjęć produktów wg pozycji (1,2,3...)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn
32|32|Gwarancja (W latach):radio:0|2:0||32-2|8008984841420||||189.90|0|500|1||0|0|0||1|||0|0|0|0
32|32|Gwarancja (W latach):radio:0|3:0||32-3|8008984841420||||284.85|0|500|1||0|0|0||1|||0|0|0|0
33|33|Gwarancja (W latach):radio:0|1:0||33-1|5903357104603||||0.00|0|500|1||0|0|1||1|||0|0|0|0
33|33|Gwarancja (W latach):radio:0|2:0||33-2|5903357104603||||169.90|0|500|1||0|0|0||1|||0|0|0|0
33|33|Gwarancja (W latach):radio:0|3:0||33-3|5903357104603||||254.85|0|500|1||0|0|0||1|||0|0|0|0
34|34|Gwarancja (W latach):radio:0|1:0||34-1|5902490743823||||0.00|0|500|1||0|0|1||1|||0|0|0|0
34|34|Gwarancja (W latach):radio:0|2:0||34-2|5902490743823||||89.90|0|500|1||0|0|0||1|||0|0|0|0
34|34|Gwarancja (W latach):radio:0|3:0||34-3|5902490743823||||134.85|0|500|1||0|0|0||1|||0|0|0|0
35|35|Gwarancja (W latach):radio:0|1:0||35-1|5903357107956||||0.00|0|500|1||0|0|1||1|||0|0|0|0
35|35|Gwarancja (W latach):radio:0|2:0||35-2|5903357107956||||69.90|0|500|1||0|0|0||1|||0|0|0|0
35|35|Gwarancja (W latach):radio:0|3:0||35-3|5903357107956||||104.85|0|500|1||0|0|0||1|||0|0|0|0
36|36|Gwarancja (W latach):radio:0|1:0||36-1|5902490742284||||0.00|0|500|1||0|0|1||1|||0|0|0|0
36|36|Gwarancja (W latach):radio:0|2:0||36-2|5902490742284||||149.90|0|500|1||0|0|0||1|||0|0|0|0
36|36|Gwarancja (W latach):radio:0|3:0||36-3|5902490742284||||224.85|0|500|1||0|0|0||1|||0|0|0|0
37|37|Gwarancja (W latach):radio:0|1:0||37-1|5901694463292||||0.00|0|500|1||0|0|1||1|||0|0|0|0
37|37|Gwarancja (W latach):radio:0|2:0||37-2|5901694463292||||74.80|0|500|1||0|0|0||1|||0|0|0|0
37|37|Gwarancja (W latach):radio:0|3:0||37-3|5901694463292||||112.20|0|500|1||0|0|0||1|||0|0|0|0
38|38|Gwarancja (W latach):radio:0|1:0||38-1|5903357107772||||0.00|0|500|1||0|0|1||1|||0|0|0|0
38|38|Gwarancja (W latach):radio:0|2:0||38-2|5903357107772||||78.80|0|500|1||0|0|0||1|||0|0|0|0
38|38|Gwarancja (W latach):radio:0|3:0||38-3|5903357107772||||118.20|0|500|1||0|0|0||1|||0|0|0|0
39|39|Gwarancja (W latach):radio:0|1:0||39-1|5902490742307||||0.00|0|500|1||0|0|1||1|||0|0|0|0
39|39|Gwarancja (W latach):radio:0|2:0||39-2|5902490742307||||109.90|0|500|1||0|0|0||1|||0|0|0|0
39|39|Gwarancja (W latach):radio:0|3:0||39-3|5902490742307||||164.85|0|500|1||0|0|0||1|||0|0|0|0
40|40|Gwarancja (W latach):radio:0|1:0||40-1|8008984841512||||0.00|0|500|1||0|0|1||1|||0|0|0|0
40|40|Gwarancja (W latach):radio:0|2:0||40-2|8008984841512||||159.90|0|500|1||0|0|0||1|||0|0|0|0
40|40|Gwarancja (W latach):radio:0|3:0||40-3|8008984841512||||239.85|0|500|1||0|0|0||1|||0|0|0|0
41|41|Gwarancja (W latach):radio:0|1:0||41-1|5902490742291||||0.00|0|500|1||0|0|1||1|||0|0|0|0
41|41|Gwarancja (W latach):radio:0|2:0||41-2|5902490742291||||159.90|0|500|1||0|0|0||1|||0|0|0|0
41|41|Gwarancja (W latach):radio:0|3:0||41-3|5902490742291||||239.85|0|500|1||0|0|0||1|||0|0|0|0
42|42|Gwarancja (W latach):radio:0|1:0||42-1|8008984856431||||0.00|0|500|1||0|0|1||1|||0|0|0|0
42|42|Gwarancja (W latach):radio:0|2:0||42-2|8008984856431||||649.50|0|500|1||0|0|0||1|||0|0|0|0
42|42|Gwarancja (W latach):radio:0|3:0||42-3|8008984856431||||974.25|0|500|1||0|0|0||1|||0|0|0|0
43|43|Gwarancja (W latach):radio:0|1:0||43-1|8008984851177||||0.00|0|500|1||0|0|1||1|||0|0|0|0
43|43|Gwarancja (W latach):radio:0|2:0||43-2|8008984851177||||649.50|0|500|1||0|0|0||1|||0|0|0|0
43|43|Gwarancja (W latach):radio:0|3:0||43-3|8008984851177||||974.25|0|500|1||0|0|0||1|||0|0|0|0
44|44|Gwarancja (W latach):radio:0|1:0||44-1|8008984851573||||0.00|0|500|1||0|0|1||1|||0|0|0|0
44|44|Gwarancja (W latach):radio:0|2:0||44-2|8008984851573||||1749.50|0|500|1||0|0|0||1|||0|0|0|0
44|44|Gwarancja (W latach):radio:0|3:0||44-3|8008984851573||||2624.25|0|500|1||0|0|0||1|||0|0|0|0
45|45|Gwarancja (W latach):radio:0|1:0||45-1|8008984851337||||0.00|0|500|1||0|0|1||1|||0|0|0|0
45|45|Gwarancja (W latach):radio:0|2:0||45-2|8008984851337||||799.90|0|500|1||0|0|0||1|||0|0|0|0
45|45|Gwarancja (W latach):radio:0|3:0||45-3|8008984851337||||1199.85|0|500|1||0|0|0||1|||0|0|0|0
46|46|Gwarancja (W latach):radio:0|1:0||46-1|8008984851344||||0.00|0|500|1||0|0|1||1|||0|0|0|0
46|46|Gwarancja (W latach):radio:0|2:0||46-2|8008984851344||||899.90|0|500|1||0|0|0||1|||0|0|0|0
46|46|Gwarancja (W latach):radio:0|3:0||46-3|8008984851344||||1349.85|0|500|1||0|0|0||1|||0|0|0|0
47|47|Gwarancja (W latach):radio:0|1:0||47-1|5901694464534||||0.00|0|500|1||0|0|1||1|||0|0|0|0
47|47|Gwarancja (W latach):radio:0|2:0||47-2|5901694464534||||199.90|0|500|1||0|0|0||1|||0|0|0|0
47|47|Gwarancja (W latach):radio:0|3:0||47-3|5901694464534||||299.85|0|500|1||0|0|0||1|||0|0|0|0
48|48|Gwarancja (W latach):radio:0|1:0||48-1|6924328328681||||0.00|0|500|1||0|0|1||1|||0|0|0|0
48|48|Gwarancja (W latach):radio:0|2:0||48-2|6924328328681||||79.90|0|500|1||0|0|0||1|||0|0|0|0
48|48|Gwarancja (W latach):radio:0|3:0||48-3|6924328328681||||119.85|0|500|1||0|0|0||1|||0|0|0|0
49|49|Gwarancja (W latach):radio:0|1:0||49-1|6924328323891||||0.00|0|500|1||0|0|1||1|||0|0|0|0
49|49|Gwarancja (W latach):radio:0|2:0||49-2|6924328323891||||79.90|0|500|1||0|0|0||1|||0|0|0|0
49|49|Gwarancja (W latach):radio:0|3:0||49-3|6924328323891||||119.85|0|500|1||0|0|0||1|||0|0|0|0
50|50|Gwarancja (W latach):radio:0|1:0||50-1|4078500024969||||0.00|0|500|1||0|0|1||1|||0|0|0|0
50|50|Gwarancja (W latach):radio:0|2:0||50-2|4078500024969||||19.90|0|500|1||0|0|0||1|||0|0|0|0
50|50|Gwarancja (W latach):radio:0|3:0||50-3|4078500024969||||29.85|0|500|1||0|0|0||1|||0|0|0|0
51|51|Gwarancja (W latach):radio:0|1:0||51-1|4078500048194||||0.00|0|500|1||0|0|1||1|||0|0|0|0
51|51|Gwarancja (W latach):radio:0|2:0||51-2|4078500048194||||9.90|0|500|1||0|0|0||1|||0|0|0|0
51|51|Gwarancja (W latach):radio:0|3:0||51-3|4078500048194||||14.85|0|500|1||0|0|0||1|||0|0|0|0
52|52|Gwarancja (W latach):radio:0|1:0||52-1|4078500048170||||0.00|0|500|1||0|0|1||1|||0|0|0|0
52|52|Gwarancja (W latach):radio:0|2:0||52-2|4078500048170||||34.90|0|500|1||0|0|0||1|||0|0|0|0
52|52|Gwarancja (W latach):radio:0|3:0||52-3|4078500048170||||52.35|0|500|1||0|0|0||1|||0|0|0|0
53|53|Gwarancja (W latach):radio:0|1:0||53-1|6924328322641||||0.00|0|500|1||0|0|1||1|||0|0|0|0
53|53|Gwarancja (W latach):radio:0|2:0||53-2|6924328322641||||99.90|0|500|1||0|0|0||1|||0|0|0|0
53|53|Gwarancja (W latach):radio:0|3:0||53-3|6924328322641||||149.85|0|500|1||0|0|0||1|||0|0|0|0
54|54|Gwarancja (W latach):radio:0|1:0||54-1|4059952566900||||0.00|0|500|1||0|0|1||1|||0|0|0|0
54|54|Gwarancja (W latach):radio:0|2:0||54-2|4059952566900||||499.90|0|500|1||0|0|0||1|||0|0|0|0
54|54|Gwarancja (W latach):radio:0|3:0||54-3|4059952566900||||749.85|0|500|1||0|0|0||1|||0|0|0|0
55|55|Gwarancja (W latach):radio:0|1:0||55-1|5901549931600||||0.00|0|500|1||0|0|1||1|||0|0|0|0
55|55|Gwarancja (W latach):radio:0|2:0||55-2|5901549931600||||1.00|0|500|1||0|0|0||1|||0|0|0|0
55|55|Gwarancja (W latach):radio:0|3:0||55-3|5901549931600||||1.50|0|500|1||0|0|0||1|||0|0|0|0
56|56|Gwarancja (W latach):radio:0|1:0||56-1|5901694464725||||0.00|0|500|1||0|0|1||1|||0|0|0|0
56|56|Gwarancja (W latach):radio:0|2:0||56-2|5901694464725||||7.00|0|500|1||0|0|0||1|||0|0|0|0
56|56|Gwarancja (W latach):radio:0|3:0||56-3|5901694464725||||10.50|0|500|1||0|0|0||1|||0|0|0|0
57|57|Gwarancja (W latach):radio:0|1:0||57-1|5901694464701||||0.00|0|500|1||0|0|1||1|||0|0|0|0
57|57|Gwarancja (W latach):radio:0|2:0||57-2|5901694464701||||4.00|0|500|1||0|0|0||1|||0|0|0|0
57|57|Gwarancja (W latach):radio:0|3:0||57-3|5901694464701||||6.00|0|500|1||0|0|0||1|||0|0|0|0
58|58|Gwarancja (W latach):radio:0|1:0||58-1|6924328337416||||0.00|0|500|1||0|0|1||1|||0|0|0|0
58|58|Gwarancja (W latach):radio:0|2:0||58-2|6924328337416||||389.90|0|500|1||0|0|0||1|||0|0|0|0
58|58|Gwarancja (W latach):radio:0|3:0||58-3|6924328337416||||584.85|0|500|1||0|0|0||1|||0|0|0|0
59|59|Gwarancja (W latach):radio:0|1:0||59-1|6924328311188||||0.00|0|500|1||0|0|1||1|||0|0|0|0
59|59|Gwarancja (W latach):radio:0|2:0||59-2|6924328311188||||6.00|0|500|1||0|0|0||1|||0|0|0|0
59|59|Gwarancja (W latach):radio:0|3:0||59-3|6924328311188||||9.00|0|500|1||0|0|0||1|||0|0|0|0
60|60|Gwarancja (W latach):radio:0|1:0||60-1|3165140828208||||0.00|0|500|1||0|0|1||1|||0|0|0|0
60|60|Gwarancja (W latach):radio:0|2:0||60-2|3165140828208||||339.90|0|500|1||0|0|0||1|||0|0|0|0
60|60|Gwarancja (W latach):radio:0|3:0||60-3|3165140828208||||509.85|0|500|1||0|0|0||1|||0|0|0|0
61|61|Gwarancja (W latach):radio:0|1:0||61-1|6924328322689||||0.00|0|500|1||0|0|1||1|||0|0|0|0
61|61|Gwarancja (W latach):radio:0|2:0||61-2|6924328322689||||29.90|0|500|1||0|0|0||1|||0|0|0|0
61|61|Gwarancja (W latach):radio:0|3:0||61-3|6924328322689||||44.85|0|500|1||0|0|0||1|||0|0|0|0
62|62|Gwarancja (W latach):radio:0|1:0||62-1|6924328322665||||0.00|0|500|1||0|0|1||1|||0|0|0|0
62|62|Gwarancja (W latach):radio:0|2:0||62-2|6924328322665||||149.90|0|500|1||0|0|0||1|||0|0|0|0
62|62|Gwarancja (W latach):radio:0|3:0||62-3|6924328322665||||224.85|0|500|1||0|0|0||1|||0|0|0|0
63|63|Gwarancja (W latach):radio:0|1:0||63-1|6943475852962||||0.00|0|500|1||0|0|1||1|||0|0|0|0
63|63|Gwarancja (W latach):radio:0|2:0||63-2|6943475852962||||69.90|0|500|1||0|0|0||1|||0|0|0|0
63|63|Gwarancja (W latach):radio:0|3:0||63-3|6943475852962||||104.85|0|500|1||0|0|0||1|||0|0|0|0
64|64|Gwarancja (W latach):radio:0|1:0||64-1|6924328322672||||0.00|0|500|1||0|0|1||1|||0|0|0|0
64|64|Gwarancja (W latach):radio:0|2:0||64-2|6924328322672||||49.90|0|500|1||0|0|0||1|||0|0|0|0
64|64|Gwarancja (W latach):radio:0|3:0||64-3|6924328322672||||74.85|0|500|1||0|0|0||1|||0|0|0|0
65|65|Gwarancja (W latach):radio:0|1:0||65-1|6943475869854||||0.00|0|500|1||0|0|1||1|||0|0|0|0
65|65|Gwarancja (W latach):radio:0|2:0||65-2|6943475869854||||549.90|0|500|1||0|0|0||1|||0|0|0|0
65|65|Gwarancja (W latach):radio:0|3:0||65-3|6943475869854||||824.85|0|500|1||0|0|0||1|||0|0|0|0
66|66|Gwarancja (W latach):radio:0|1:0||66-1|6924328320036||||0.00|0|500|1||0|0|1||1|||0|0|0|0
66|66|Gwarancja (W latach):radio:0|2:0||66-2|6924328320036||||599.90|0|500|1||0|0|0||1|||0|0|0|0
66|66|Gwarancja (W latach):radio:0|3:0||66-3|6924328320036||||899.85|0|500|1||0|0|0||1|||0|0|0|0
67|67|Gwarancja (W latach):radio:0|1:0||67-1|4059952511962||||0.00|0|500|1||0|0|1||1|||0|0|0|0
67|67|Gwarancja (W latach):radio:0|2:0||67-2|4059952511962||||449.90|0|500|1||0|0|0||1|||0|0|0|0
67|67|Gwarancja (W latach):radio:0|3:0||67-3|4059952511962||||674.85|0|500|1||0|0|0||1|||0|0|0|0
68|68|Gwarancja (W latach):radio:0|1:0||68-1|5901694464527||||0.00|0|500|1||0|0|1||1|||0|0|0|0
68|68|Gwarancja (W latach):radio:0|2:0||68-2|5901694464527||||329.90|0|500|1||0|0|0||1|||0|0|0|0
68|68|Gwarancja (W latach):radio:0|3:0||68-3|5901694464527||||494.85|0|500|1||0|0|0||1|||0|0|0|0
69|69|Gwarancja (W latach):radio:0|1:0||69-1|4078500408707||||0.00|0|500|1||0|0|1||1|||0|0|0|0
69|69|Gwarancja (W latach):radio:0|2:0||69-2|4078500408707||||8.90|0|500|1||0|0|0||1|||0|0|0|0
69|69|Gwarancja (W latach):radio:0|3:0||69-3|4078500408707||||13.35|0|500|1||0|0|0||1|||0|0|0|0
70|70|Gwarancja (W latach):radio:0|1:0||70-1|4078500048187||||0.00|0|500|1||0|0|1||1|||0|0|0|0
70|70|Gwarancja (W latach):radio:0|2:0||70-2|4078500048187||||16.90|0|500|1||0|0|0||1|||0|0|0|0
70|70|Gwarancja (W latach):radio:0|3:0||70-3|4078500048187||||25.35|0|500|1||0|0|0||1|||0|0|0|0
71|71|Gwarancja (W latach):radio:0|1:0||71-1|4078500062435||||0.00|0|500|1||0|0|1||1|||0|0|0|0
71|71|Gwarancja (W latach):radio:0|2:0||71-2|4078500062435||||648.80|0|500|1||0|0|0||1|||0|0|0|0
71|71|Gwarancja (W latach):radio:0|3:0||71-3|4078500062435||||973.20|0|500|1||0|0|0||1|||0|0|0|0
