ID|Aktywny (0 lub 1)|Nazwa|Kategorie (x,y,z...)|Cena bez podatku. (netto)|Cena zawiera podatek. (brutto)|ID reguły podatku|Koszt własny|W sprzedaży (0 lub 1)|Wartość rabatu|Procent rabatu|Rabat od dnia (rrrr-mm-dd)|Rabat do dnia (rrrr-mm-dd)|Indeks #|Kod dostawcy|Dostawca|Marka|kod EAN13|Kod kreskowy UPC|MPN|Podatek ekologiczny|Szerokość|Wysokość|Głębokość|Waga|Czas dostawy produktów dostępnych w magazynie:|Czas dostawy wyprzedanych produktów z możliwością rezerwacji:|Ilość|Minimalna ilość|Niski poziom produktów w magazynie|Wyślij do mnie e-mail, gdy ilość jest poniżej tego poziomu|Widoczność|Dodatkowe koszty przesyłki|Jednostka dla ceny za jednostkę|Cena za jednostkę|Podsumowanie|Opis|Tagi (x,y,z...)|Meta-tytuł|Słowa kluczowe meta|Opis meta|Przepisany URL|Etykieta, gdy w magazynie|Etykieta kiedy dozwolone ponowne zamówienie|Dostępne do zamówienia (0 = Nie, 1 = Tak)|Data dostępności produktu|Data wytworzenia produktu|Pokaż cenę (0 = Nie, 1 = Tak)|Adresy URL zdjęcia (x,y,z...)|Tekst alternatywny dla zdjęć (x,y,z...)|Usuń istniejące zdjęcia (0 = Nie, 1 = Tak)|Cecha(Nazwa:Wartość:Pozycja:Indywidualne)|Dostępne tylko online (0 = Nie, 1 = Tak)|Stan:|Konfigurowalny (0 = Nie, 1 = Tak)|Można wgrywać pliki (0 = Nie, 1 = Tak)|Pola tekstowe (0 = Nie, 1 = Tak)|Akcja kiedy brak na stanie|Wirtualny produkt (0 = No, 1 = Yes)|Adres URL pliku|Ilość dozwolonych pobrań|Data wygaśnięcia (rrrr-mm-dd)|Liczba dni|ID / Nazwa sklepu|Zaawansowane zarządzanie magazynem|Zależny od stanu magazynowego|Magazyn|Akcesoria (x,y,z...)
|1|Kosiarka akumulatorowa Ryobi OLM1833B 18V 33cm|Kosiarki, traktorki, roboty koszące$Kosiarki akumulatorowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-akumulatorowa-ryobi-olm1833b-18v-33cm,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Sterwins 360 1400W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-sterwins-360-1400w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna + podkaszarka Sterwins ELM2-36P-3W.4Z|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-podkaszarka-sterwins-elm2-36p-3w-4z,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Sterwins 360 1700W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-sterwins-360-1700w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Sterwins 1200W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-sterwins-1200w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Gardenx TBE1332 1300W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-gardenx-tbe1332-1300w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna NAC LE15-37-PB-S 1500W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-nac-le15-37-pb-s-1500w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Lider YK 1200W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-lider-yk-1200w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Ryobi RLM3313A 1300W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-ryobi-rlm3313a-1300w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Ryobi RLM4018 1800W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-ryobi-rlm4018-1800w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Gardenx TBE1636 1600W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-gardenx-tbe1636-1600w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna NAC LE18-42-PB-KC 1800W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-nac-le18-42-pb-kc-1800w,large.jpg|||||||||||||||||||
|1|Kosiarka elektryczna Lider YK1001 1000W|Kosiarki, traktorki, roboty koszące$Kosiarki elektryczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-elektryczna-lider-yk1001-1000w,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa NAC LS46-450E-HSDS-JR 1.82kW 125cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-nac-ls46-450e-hsds-jr-1-82kw-125cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Lider SH18BS450N 1.9kW 125cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-lider-sh18bs450n-1-9kw-125cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Sterwins PLM1-46B140.5 1.9kW 140cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-sterwins-plm1-46b140-5-1-9kw-140cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Sterwins PLM3-56B190.5 3.2kW 190cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-sterwins-plm3-56b190-5-3-2kw-190cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Sterwins PLM2-52H167.5 3.1kW 167cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-sterwins-plm2-52h167-5-3-1kw-167cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Gardenx TB53S11 2.65kW 173cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-gardenx-tb53s11-2-65kw-173cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Gardenx TB46S11 2.57kW 139cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-gardenx-tb46s11-2-57kw-139cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Gardenx TB53S11E 2.65kW 173cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-gardenx-tb53s11e-2-65kw-173cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Alpina AL451SHQGCV 2.75kW 145cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-alpina-al451shqgcv-2-75kw-145cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Lider WA20BS750N 2.5kW 161cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-lider-wa20bs750n-2-5kw-161cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa NAC LS40-130-LI 2.3kW 131cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-nac-ls40-130-li-2-3kw-131cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Lider SH41P79 1.3kW 79.6cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-lider-sh41p79-1-3kw-79-6cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa NAC LS51-173-HSD-FA 2.6kW 173cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-nac-ls51-173-hsd-fa-2-6kw-173cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Gardenx TB40S04C 2.2kW 144cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-gardenx-tb40s04c-2-2kw-144cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Lider DK51P150BW 2.7kW 150cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-lider-dk51p150bw-2-7kw-150cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa NAC LS46-144-HS-SE 2.1kW 144cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-nac-ls46-144-hs-se-2-1kw-144cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa Alpina AL551SHQ 3.3kW 167cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-alpina-al551shq-3-3kw-167cm3,large.jpg|||||||||||||||||||
|1|Kosiarka spalinowa NAC LS51-750-HSD-SE 2.7kW 161cm3|Kosiarki, traktorki, roboty koszące$Kosiarki spalinowe|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-spalinowa-nac-ls51-750-hsd-se-2-7kw-161cm3,large.jpg|||||||||||||||||||
|1|Traktorek kosiarka spalinowa Alpina BT 84X 5.8kW 352cm3|Kosiarki, traktorki, roboty koszące$Traktorki ogrodowe|||||||||||||||||||||||||||||||||||||||||||||/images/traktorek-kosiarka-spalinowa-alpina-bt-84x-5-8kw-352cm3,large.jpg|||||||||||||||||||
|1|Traktorek kosiarka spalinowa Alpina AT3 98 A 6.5kW 352cm3|Kosiarki, traktorki, roboty koszące$Traktorki ogrodowe|||||||||||||||||||||||||||||||||||||||||||||/images/traktorek-kosiarka-spalinowa-alpina-at3-98-a-6-5kw-352cm3,large.jpg|||||||||||||||||||
|1|Traktorek kosiarka akumulatorowa Alpina AT4 84 Electric 3kW|Kosiarki, traktorki, roboty koszące$Traktorki ogrodowe|||||||||||||||||||||||||||||||||||||||||||||/images/traktorek-kosiarka-akumulatorowa-alpina-at4-84-electric-3kw,large.jpg|||||||||||||||||||
|1|Traktorek kosiarka spalinowa Alpina AT484 AST350 5.8kW 352cm3|Kosiarki, traktorki, roboty koszące$Traktorki ogrodowe|||||||||||||||||||||||||||||||||||||||||||||/images/traktorek-kosiarka-spalinowa-alpina-at484-ast350-5-8kw-352cm3,large.jpg|||||||||||||||||||
|1|Traktorek kosiarka spalinowa Alpina AT484 HA ST400 6.3kW 414cm3|Kosiarki, traktorki, roboty koszące$Traktorki ogrodowe|||||||||||||||||||||||||||||||||||||||||||||/images/traktorek-kosiarka-spalinowa-alpina-at484-ha-st400-6-3kw-414cm3,large.jpg|||||||||||||||||||
|1|Robot koszący Gardenx H750 750m2 29V 2.2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardenx-h750-750m2-29v-2-2ah,large.jpg|||||||||||||||||||
|1|Wzmacniacz sygnału do robota koszącego Worx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/wzmacniacz-sygnalu-do-robota-koszacego-worx,large.jpg|||||||||||||||||||
|1|Garaż do robotów koszących Worx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/garaz-do-robotow-koszacych-worx,large.jpg|||||||||||||||||||
|1|Zestaw do konserwacji robotów koszących Gardena|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/zestaw-do-konserwacji-robotow-koszacych-gardena,large.jpg|||||||||||||||||||
|1|Zestaw naprawczy do przewodu ograniczającego Gardena|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/zestaw-naprawczy-do-przewodu-ograniczajacego-gardena,large.jpg|||||||||||||||||||
|1|Przewód ograniczający 150m do robotów koszących Gardena|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/przewod-ograniczajacy-150m-do-robotow-koszacych-gardena,large.jpg|||||||||||||||||||
|1|Moduł antykolizyjny Worx WA0860 do robotów|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/modul-antykolizyjny-worx-wa0860-do-robotow,large.jpg|||||||||||||||||||
|1|Robot koszący Bosch Indego M700 700m2 18V 2.5Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-bosch-indego-m700-700m2-18v-2-5ah,large.jpg|||||||||||||||||||
|1|Kołki mocujące do robota koszącego 10 cm 50szt. Linepeg|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/kolki-mocujace-do-robota-koszacego-10-cm-50szt-linepeg,large.jpg|||||||||||||||||||
|1|Noże do robota koszącego 4.5 cm 6szt. Gardenx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/noze-do-robota-koszacego-4-5-cm-6szt-gardenx,large.jpg|||||||||||||||||||
|1|Złączki do przewodu dla robota koszącego 10szt. Gardenx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/zlaczki-do-przewodu-dla-robota-koszacego-10szt-gardenx,large.jpg|||||||||||||||||||
|1|Robot koszący Worx WR141E 500m2 20V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-worx-wr141e-500m2-20v-2ah,large.jpg|||||||||||||||||||
|1|Złączki do przewodu do robota koszącego 5szt. Worx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/zlaczki-do-przewodu-do-robota-koszacego-5szt-worx,large.jpg|||||||||||||||||||
|1|Robot koszący Bosch Indego 400Logicut 400m2 18V 2.5Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-bosch-indego-400logicut-400m2-18v-2-5ah,large.jpg|||||||||||||||||||
|1|Linka magnetyczna 20m Worx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/linka-magnetyczna-20m-worx,large.jpg|||||||||||||||||||
|1|Moduł GPS do robotów Znajdź mojego Landroida Worx WA0864|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/modul-gps-do-robotow-znajdz-mojego-landroida-worx-wa0864,large.jpg|||||||||||||||||||
|1|Moduł z przewodem magnetycznym 20m do robotów Worx WA0862|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/modul-z-przewodem-magnetycznym-20m-do-robotow-worx-wa0862,large.jpg|||||||||||||||||||
|1|Moduł z przewodem magnetycznym 20m do robotów Worx WA0863|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/modul-z-przewodem-magnetycznym-20m-do-robotow-worx-wa0863,large.jpg|||||||||||||||||||
|1|Robot koszący Worx WR147E.1 1000m2 20V 4Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-worx-wr147e-1-1000m2-20v-4ah,large.jpg|||||||||||||||||||
|1|Robot koszący Worx WR155E 2000m2 20V 5Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-worx-wr155e-2000m2-20v-5ah,large.jpg|||||||||||||||||||
|1|Robot koszący Bosch Indego S+500 500m2 18V 2.5Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-bosch-indego-s-500-500m2-18v-2-5ah,large.jpg|||||||||||||||||||
|1|Robot koszący Gardenx E1800ST 1800m2 29V 6.6Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardenx-e1800st-1800m2-29v-6-6ah,large.jpg|||||||||||||||||||
|1|Noże do robota koszącego 9szt. Gardena|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/noze-do-robota-koszacego-9szt-gardena,large.jpg|||||||||||||||||||
|1|Przewód ograniczający 50m do robotów koszących Gardena|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/przewod-ograniczajacy-50m-do-robotow-koszacych-gardena,large.jpg|||||||||||||||||||
|1|Robot koszący Gardena Sileno 19703-72 1250m2 18V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardena-sileno-19703-72-1250m2-18v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Gardena Sileno Life 15102-32 1000m2 18V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardena-sileno-life-15102-32-1000m2-18v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Gardena Sileno Life Smart 19707-72 850 m2 18V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardena-sileno-life-smart-19707-72-850-m2-18v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Gardena Sileno 15010-32 600m2 18V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardena-sileno-15010-32-600m2-18v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Landxcape LX797 500 m2 20V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-landxcape-lx797-500-m2-20v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Landxcape 300lX799 300m2 20V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-landxcape-300lx799-300m2-20v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Ryobi RY36LMRX-120 1000m2 36V 2Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-ryobi-ry36lmrx-120-1000m2-36v-2ah,large.jpg|||||||||||||||||||
|1|Robot koszący Gardena Sileno Minimo 15207-48 450m2 18V 2.1Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-gardena-sileno-minimo-15207-48-450m2-18v-2-1ah,large.jpg|||||||||||||||||||
|1|Robot koszący Mcculloch 500m2 18V 2.1Ah|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/robot-koszacy-mcculloch-500m2-18v-2-1ah,large.jpg|||||||||||||||||||
|1|Przewód ograniczający do robota koszącego 100m Worx|Kosiarki, traktorki, roboty koszące$Roboty koszące|||||||||||||||||||||||||||||||||||||||||||||/images/przewod-ograniczajacy-do-robota-koszacego-100m-worx,large.jpg|||||||||||||||||||
|1|Kosiarka ręczna bębnowa 33 cm Gardena 4027-20|Kosiarki, traktorki, roboty koszące$Kosiarki ręczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-reczna-bebnowa-33-cm-gardena-4027-20,large.jpg|||||||||||||||||||
|1|Kosiarka do trawy ręczna bębnowa GC300 LIDER|Kosiarki, traktorki, roboty koszące$Kosiarki ręczne|||||||||||||||||||||||||||||||||||||||||||||/images/kosiarka-reczna-lider-liktkr300-30-cm,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki 40 cm B400 E-3 Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-40-cm-b400-e-3-sterwins,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki 40 cm Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-40-cm-sterwins,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki akumulatorowej 33 cm 20V LM2-33P.1 Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-akumulatorowej-33-cm-20v-lm2-33p-1-sterwins,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki 32 cm B320 EP-3 Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-32-cm-b320-ep-3-sterwins,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki akumulatorowej 42 cm 40VLM2-42BLD.1 Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-akumulatorowej-42-cm-40vlm2-42bld-1-sterwins,large.jpg|||||||||||||||||||
|1|Nóż do kosiarki 36 cm AKU 40V 360lM2-36P.1 Sterwins|Kosiarki, traktorki, roboty koszące$Noże i piasty do kosiarek|||||||||||||||||||||||||||||||||||||||||||||/images/noz-do-kosiarki-36-cm-aku-40v-360lm2-36p-1-sterwins,large.jpg|||||||||||||||||||
